CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,RATING,311_Zip,311_Severity_1,311_Severity_2,311_Severity_3,Crime_Zip,Crime_Severity_1,Crime_Severity_2,Crime_Severity_3
41483297,CO BA RESTAURANT,MANHATTAN,110,9TH AVE,10011,2124142700,Vietnamese/Cambodian/Malaysia,3.14,10011,17530,39714,18836,10011,2222,3395,598
50017132,PETEE'S PIE,MANHATTAN,61,DELANCEY ST,10002,7037272338,American,4.12,10002,17772,55098,23339,10002,5662,12238,2615
50036444,ARTURO'S PIZZA,MANHATTAN,1610,YORK AVE,10028,2122882430,Pizza,4.18,10028,7943,23724,12637,10028,2856,4407,627
50002780,HOU YI HOT POT,MANHATTAN,92,HESTER ST,10002,2129663420,Chinese,4.01,10002,17772,55098,23339,10002,5662,12238,2615
41432865,SUSHI HANA,MANHATTAN,111,RIVINGTON STREET,10002,2123889688,Japanese,4.49,10002,17772,55098,23339,10002,5662,12238,2615
50052871,VIRGIL'S REAL BARBEQUE KIOSK,MANHATTAN,0,BWAY PLAZA,10036,9174406145,Other,2.38,10036,18034,32494,18650,10036,3549,5802,1176
41583686,OLD BAKU,BROOKLYN,115,DITMAS AVENUE,11218,7185766399,Eastern European,3.96,11218,23673,37032,33987,11218,3474,5685,1407
50005444,PASTRAMI QUEEN,MANHATTAN,1125,LEXINGTON AVE,10075,2127341500,Jewish/Kosher,4.53,10075,4506,11796,6440,NULL,NULL,NULL,NULL
40391808,IHOP,QUEENS,25402,ROCKAWAY BOULEVARD,11422,7189786689,Pancakes/Waffles,2.18,11422,11061,13243,8148,11422,2232,2348,860
50003253,PARIS BAGUETTE,MANHATTAN,591,LEXINGTON AVE,10022,2128380404,Bakery,4.58,10022,13763,22439,12814,10022,774,1109,200
41141781,ST. FRANCIS ACQUISTA FOOD SERVICE,BROOKLYN,180,REMSEN STREET,11201,7184895204,American,3.74,11201,21622,39434,20108,11201,3064,6039,1652
41591599,LA MARINA BAR RESTAURANT,QUEENS,10117,43 AVENUE,11368,3479422808,Mexican,3.80,11368,35645,39163,23852,11368,4432,7906,1350
50002579,LIQUITERIA,MANHATTAN,267,WEST 15 STREET,10011,2129290002,"Juice, Smoothies, Fruit Salads",2.49,10011,17530,39714,18836,10011,2222,3395,598
41512557,CHINA CITY RESTAURANT,BROOKLYN,903,MYRTLE AVENUE,11206,7183023888,Chinese,4.37,11206,23750,54139,25839,11206,8401,13854,2989
50046283,HUMMUS KITCHEN,MANHATTAN,444,3RD AVE,10016,2126960055,Jewish/Kosher,2.00,10016,17206,37805,17952,10016,1627,1927,380
41572581,MOLE CANTINA MEXICANA,MANHATTAN,1735,2 AVENUE,10128,2122898226,Mexican,4.52,10128,8773,26742,14110,10128,2851,4775,959
41578677,SARAVANA BHAVAN,MANHATTAN,81,LEXINGTON AVENUE,10016,2126847755,Indian,2.27,10016,17206,37805,17952,10016,1627,1927,380
50014192,LA POTENCIA RESTAURANT,BRONX,1898,JEROME AVE,10453,9178013200,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3.61,10453,28305,56397,65515,10453,9199,19664,4803
50066663,ARCHIE'S FAMOUS PIZZA,STATEN ISLAND,2236,FOREST AVE,10303,9178619111,Pizza,4.26,10303,10193,14855,8370,10303,1753,4396,1417
50001786,DAG'S THE PATIO,MANHATTAN,342,E 47TH ST,10017,9174714822,CafÃƒÂ©/Coffee/Tea,4.41,10017,10058,14601,8600,10017,809,1054,308
41637055,THE JOCKEY'S ROOM,QUEENS,11000,ROCKAWAY BOULEVARD,11420,7182153308,American,4.68,11420,21843,31143,14226,11420,4012,5364,1420
40395826,JAVA RESTAURANT,BROOKLYN,455,7TH AVENUE,11215,7188324583,Indonesian,3.52,11215,27151,41462,26252,11215,3480,5937,1505
50048338,DRAGON PALACE,QUEENS,13822,FARMERS BLVD,11434,7187121300,Chinese,1.86,11434,22034,29886,16467,11434,5422,8249,1401
50009823,PAM REAL THAI 49,MANHATTAN,404,W 49TH ST,10019,2123337500,Thai,3.09,10019,20865,40648,22968,10019,1559,2764,958
41243824,LANDMARC,MANHATTAN,10,COLUMBUS CIRCLE,10019,2128236123,American,4.02,10019,20865,40648,22968,10019,1559,2764,958
50041240,SHELLYS IRISH DELI,QUEENS,5634,66TH ST,11378,7184240429,Irish,3.64,11378,19801,20252,16015,11378,1898,3748,843
40393558,FITZGERALD'S PUB,MANHATTAN,336,THIRD AVENUE,10010,2126796931,American,3.76,10010,9531,20332,9869,10010,5016,7365,1525
40625198,KOREAN LOUNGE,QUEENS,0,JFK INTERNATIONAL AIRPOR,11430,7187512030,Korean,3.33,11430,968,1051,2268,11430,1,10,NULL
40398306,LA GIOCONDA,MANHATTAN,226,EAST   53 STREET,10022,2123713536,Italian,4.48,10022,13763,22439,12814,10022,774,1109,200
50044270,I CHOPSTICKS,QUEENS,18520,HORACE HARDING EXPY,11365,7183211221,Asian,3.42,11365,13154,14556,11435,11365,1159,1719,353
40871795,WONDEE SIAM II,MANHATTAN,813,9 AVENUE,10019,9172861726,Thai,3.41,10019,20865,40648,22968,10019,1559,2764,958
40376495,MARCO POLO RISTORANTE,BROOKLYN,345,COURT STREET,11231,7188525015,Italian,2.15,11231,15117,21170,12888,11231,2594,4832,1066
41309387,NEW TACO EXPRESS,MANHATTAN,130,EAST 28 STREET,10016,2126798866,Tex-Mex,2.44,10016,17206,37805,17952,10016,1627,1927,380
50065223,CANTINA TAQUERIA & TEQUILA BAR,MANHATTAN,329,LENOX AVE,10027,2126347665,Mexican,1.89,10027,15670,46879,33064,10027,2332,6122,1451
41572569,THE MEATBALL SHOP,MANHATTAN,64,GREENWICH AVENUE,10011,2129827815,American,3.02,10011,17530,39714,18836,10011,2222,3395,598
41466148,WHISKEY SOCIAL,MANHATTAN,35,WEST    8 STREET,10011,6467264476,American,3.97,10011,17530,39714,18836,10011,2222,3395,598
40827287,AJISEN RAMEN,MANHATTAN,14,MOTT STREET,10013,2122679680,Japanese,3.38,10013,13921,33916,11622,10013,1372,2870,417
41637230,AMAZING 66 RESTAURANT,MANHATTAN,66,MOTT STREET,10013,2123340099,Chinese,4.78,10013,13921,33916,11622,10013,1372,2870,417
41646976,JAHLOOKOVA,MANHATTAN,1962,MADISON AVENUE,10035,9174751056,Caribbean,4.09,10035,11159,25473,18799,10035,2624,7319,1210
41357172,JUSTINE RESTAURANT,BRONX,28,EAST 167 STREET,10452,7185382100,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2.71,10452,26197,57473,58064,10452,7822,17769,3388
50050950,LIANG'S SEAFOOD RESTAURANT,BROOKLYN,4922,8TH AVE,11220,7184370078,Seafood,2.41,11220,29784,44348,33765,11220,6471,12166,2691
41066767,DALTON'S BAR & GRILL,MANHATTAN,611,9 AVENUE,10036,2122455511,American,2.29,10036,18034,32494,18650,10036,3549,5802,1176
50064405,ILILI BOX,MANHATTAN,261,CANAL ST,10013,6468176444,Mediterranean,1.92,10013,13921,33916,11622,10013,1372,2870,417
41492701,FIVE GUYS FAMOUS BURGERS AND FRIES,MANHATTAN,36,WEST   48 STREET,10036,2129971270,Hamburgers,2.80,10036,18034,32494,18650,10036,3549,5802,1176
50014329,CAFFE DEI FIORI RISTORANTE,MANHATTAN,973,LEXINGTON AVE,10021,2123273400,Italian,3.03,10021,9525,19852,11749,10021,3191,3394,704
50015511,BANANA BOAT RESTAURANT,BROOKLYN,1138,FLATBUSH AVE,11226,3477850724,Caribbean,4.01,11226,38367,89604,87491,11226,12093,19121,5356
40742989,DOMINO'S,BROOKLYN,9105,4 AVENUE,11209,7187487879,Pizza,2.77,11209,26824,35797,34725,11209,2620,6098,1609
41656750,SIAM SQAURE THAI CUISINE,BRONX,564,KAPPOCK STREET,10463,7184328200,Thai,3.87,10463,22589,38555,43842,10463,3908,9852,1807
41222773,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,55,WEST   55 STREET,10019,2122454655,Donuts,4.31,10019,20865,40648,22968,10019,1559,2764,958
40839236,CONCESSION STAND 120,BROOKLYN,1904,SURF AVENUE,11224,7182663164,American,3.12,11224,10146,18390,11390,11224,6654,12107,2910
50056193,EL DORADO RESTAURANT,STATEN ISLAND,2236,HYLAN BLVD,10306,7189801580,Spanish,2.28,10306,26519,27945,18377,10306,2302,5891,2107
50010007,LA GRAN NAGUA BAKERY,BROOKLYN,2942,FULTON ST,11207,7189641698,Bakery,3.41,11207,43159,65420,49087,11207,13368,21330,5045
41232292,PIZZA CHEF,BRONX,564,WEST  235 STREET,10463,7187964500,Pizza,1.97,10463,22589,38555,43842,10463,3908,9852,1807
50011380,SOUTHSIDE CAFE (Produce Market),BRONX,NULL,HUNTS POINT TERMINAL MARKET,10474,7183784045,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3.30,10474,8503,11333,8983,10474,5129,4747,564
41371915,TRIO PIZZA GRILL,BROOKLYN,1907,AVENUE U,11229,7189348137,Pizza/Italian,3.27,11229,25995,35241,30898,11229,4686,6859,1679
41452207,MARK,MANHATTAN,33,ST MARKS PLACE,10003,2126773132,Hamburgers,3.84,10003,20414,48620,22048,10003,7802,14750,1804
50013605,CAPRI RESTAURANT,MANHATTAN,903,COLUMBUS AVE,10025,2122221304,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4.13,10025,18510,50196,33912,10025,4880,9815,2438
50033978,CONEY'S CONES,BROOKLYN,1023,BOARDWALK W,11224,7183735862,"Ice Cream, Gelato, Yogurt, Ices",2.01,11224,10146,18390,11390,11224,6654,12107,2910
50051508,ESTHER'S RESTAURANT AND DELI,STATEN ISLAND,1491,HYLAN BLVD,10305,9176769804,Spanish,2.87,10305,18095,20714,12170,10305,1678,3972,1485
50041266,TBAAR,BROOKLYN,8520,20TH AVE,11214,9178683537,CafÃƒÂ©/Coffee/Tea,4.41,11214,28725,34128,30921,11214,3696,6671,1724
50007767,SAMURAI JAPAN,QUEENS,9513,ROOSEVELT AVE,11372,3474486046,Japanese,3.89,11372,14607,32750,19791,11372,8109,13990,2634
41164644,DEE'S RESTAURANT,QUEENS,10723,METROPOLITAN AVENUE,11375,7187937553,Italian,3.44,11375,23374,30096,21514,11375,2417,4289,897
41510896,PAERDEGAT ATHLETIC CLUB,BROOKLYN,1500,PAERDEGAT AVENUE NORTH,11236,7182091010,American,3.63,11236,31514,40718,26801,11236,7936,11853,4117
50050777,GREAT WALL CHINESE RESTAURANT,QUEENS,19919,32ND AVE,11358,7183528899,Chinese,3.59,11358,15309,16745,12716,11358,1703,2289,707
50035269,FRESCO TORTILLAS,QUEENS,3112,36TH AVE,11106,7182679536,Tex-Mex,3.14,11106,13342,23979,12534,11106,3724,6901,1868
50051982,FLASH BAR GRILL LOUNGE,QUEENS,22017,MERRICK BLVD,11413,7185250400,Caribbean,4.18,11413,16069,18655,11755,11413,4240,5167,1523
50006255,FOREST HILL STATION HOUSE,QUEENS,10611,CONTINENTAL AVENUE,11375,7185445000,American,2.12,11375,23374,30096,21514,11375,2417,4289,897
41409366,CAFE 11,MANHATTAN,11,BROADWAY,10004,2124252233,Jewish/Kosher,2.44,10004,3212,5162,2554,10004,524,1284,313
40387418,TAL BAGELS DELI,MANHATTAN,975979,FIRST AVENUE,10022,2127539080,Delicatessen,2.99,10022,13763,22439,12814,10022,774,1109,200
40985219,O LAVRADOR RESTAURANT,QUEENS,13840,101 AVENUE,11435,7185261526,Portuguese,1.97,11435,19709,28326,15647,11435,6038,9746,2454
40934297,FINANCIER PATISSERIE,MANHATTAN,62,STONE STREET,10004,2123445600,French,4.79,10004,3212,5162,2554,10004,524,1284,313
50054461,SHINY TEA NEW YORK,MANHATTAN,2667,BROADWAY,10025,2122226914,CafÃƒÂ©/Coffee/Tea,2.13,10025,18510,50196,33912,10025,4880,9815,2438
41585635,AMIR'S,MANHATTAN,2911,BROADWAY,10025,2127497500,Middle Eastern,4.22,10025,18510,50196,33912,10025,4880,9815,2438
50014192,LA POTENCIA RESTAURANT,BRONX,1898,JEROME AVE,10453,9178013200,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3.85,10453,28305,56397,65515,10453,9199,19664,4803
50034380,KRAVE IT,QUEENS,4015,BELL BLVD,11361,3478368713,Pizza,2.77,11361,11811,12513,9354,11361,1733,2268,549
41371241,DEAN & DELUCA,MANHATTAN,620,8 AVENUE,10018,2122210308,American,4.46,10018,9762,12889,7449,10018,3620,6643,772
40717234,PINE BAR & GRILL,BRONX,1634,EASTCHESTER ROAD,10461,7183190900,Italian,3.89,10461,22554,30805,24962,10461,2800,6136,1601
41519373,BUNGALO,QUEENS,3203,BROADWAY,11106,7182047010,Armenian,4.57,11106,13342,23979,12534,11106,3724,6901,1868
40965496,"DUNKIN' DONUTS, BASKIN ROBBINS",BROOKLYN,18151817,AVENUE U,11229,7183367414,CafÃƒÂ©/Coffee/Tea,3.27,11229,25995,35241,30898,11229,4686,6859,1679
50017044,JUST SALAD,MANHATTAN,90,BROAD ST,10004,6467964322,Salads,2.20,10004,3212,5162,2554,10004,524,1284,313
41091944,ABBEY TAVERN,MANHATTAN,354,3 AVENUE,10010,2126961011,American,4.15,10010,9531,20332,9869,10010,5016,7365,1525
41209002,TRATTORIA 35,QUEENS,21315,35 AVENUE,11361,7183523800,Italian,2.85,11361,11811,12513,9354,11361,1733,2268,549
40400039,CAFE GITANE,MANHATTAN,242,MOTT STREET,10012,2123349552,Moroccan,3.81,10012,10105,29161,12322,10012,8117,15340,1736
50063135,YOKOYA,MANHATTAN,201,ALLEN ST,10002,2123881388,Asian,3.42,10002,17772,55098,23339,10002,5662,12238,2615
41330647,MISS FAVELA,BROOKLYN,57,SOUTH  5 STREET,11211,7182304040,Brazilian,2.68,11211,22333,55262,23791,11211,4413,7125,1361
41491093,HAAGEN-DAZS,MANHATTAN,55,EAST    8 STREET,10003,2127772477,"Ice Cream, Gelato, Yogurt, Ices",3.75,10003,20414,48620,22048,10003,7802,14750,1804
41629114,YI ZHANG FISHBALL,MANHATTAN,9,ELDRIDGE STREET,10002,2129616151,Chinese,3.41,10002,17772,55098,23339,10002,5662,12238,2615
41487277,AUGURS WELL,MANHATTAN,115,ST MARKS PLACE,10009,7182497645,American,3.93,10009,12995,45250,21451,10009,5085,9939,2168
50008840,VICTORY CANTINA,STATEN ISLAND,1736,VICTORY BLVD,10314,7184422967,Mexican,3.65,10314,37873,34632,22102,10314,1246,4303,793
41508490,NARGILA GRILL,MANHATTAN,1599,YORK AVENUE,10028,2125353700,Jewish/Kosher,4.00,10028,7943,23724,12637,10028,2856,4407,627
41139263,SCARLATTO,MANHATTAN,250,WEST   47 STREET,10036,2127304535,Italian,1.87,10036,18034,32494,18650,10036,3549,5802,1176
41631493,GRACE RESTAURANT,QUEENS,16716,HILLSIDE AVENUE,11432,7187392898,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2.21,11432,20619,30671,21030,11432,3251,5167,1343
41334807,2 BROS PIZZA,MANHATTAN,32,ST MARKS PLACE,10003,9173749161,Pizza,2.24,10003,20414,48620,22048,10003,7802,14750,1804
41182732,VEGA ALTA SPORTS BAR,BRONX,880,GERARD AVENUE,10452,7185909436,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3.81,10452,26197,57473,58064,10452,7822,17769,3388
50049572,ASIAN 59,MANHATTAN,207,E 59TH ST,10022,2123714777,Chinese/Japanese,3.07,10022,13763,22439,12814,10022,774,1109,200
41462091,NEW KING CHINESE FOOD,BROOKLYN,585,5 AVENUE,11215,7184992888,Chinese,1.86,11215,27151,41462,26252,11215,3480,5937,1505
50055603,SUNSHINE RESTAURANT & SWEETS,QUEENS,6915,NORTHERN BLVD,11377,7186396900,Indian,2.05,11377,30074,37456,25814,11377,2962,4506,1293
41291166,MR CHEN CHINESE RESTAURANT,QUEENS,5905,MYRTLE AVENUE,11385,7184171008,Chinese,2.61,11385,43702,55573,40878,11385,5201,9039,2357
50003668,MAHAL KITA,BROOKLYN,184,HAVEMEYER ST,11211,7186849866,Indian,3.98,11211,22333,55262,23791,11211,4413,7125,1361
50011687,JADE ASIAN EXPRESS INC,QUEENS,1641,WOODBINE ST,11385,7183818878,Chinese/Japanese,4.29,11385,43702,55573,40878,11385,5201,9039,2357
41139612,BLOSSOM,MANHATTAN,187,9 AVENUE,10011,2126271144,American,4.14,10011,17530,39714,18836,10011,2222,3395,598
41507697,BIER INTERNATIONAL,MANHATTAN,2099,8 AVENUE,10026,2122800944,American,3.12,10026,9130,31831,18525,10026,8412,19701,3828
50057443,Veritable,MANHATTAN,1201,2ND AVE,10065,2127530600,American,3.96,10065,7665,16853,8527,NULL,NULL,NULL,NULL
41438319,CENTRAL PARK TENNIS SNACK BAR,MANHATTAN,0,WEST 96 STREET,10025,2123160800,CafÃƒÂ©/Coffee/Tea,3.51,10025,18510,50196,33912,10025,4880,9815,2438
41670971,LETS GET JUICED LUCKY'S JUICE BAR,QUEENS,15915,JAMAICA AVENUE,11432,3478989668,"Juice, Smoothies, Fruit Salads",3.59,11432,20619,30671,21030,11432,3251,5167,1343
41228810,SEVEN BILLIARDS,QUEENS,3518,150 PLACE,11354,7189391970,"Bottled beverages, including water, sodas, juices, etc.",4.53,11354,17939,23482,16110,11354,3803,6666,1522
50046491,FULEEN PALACE,QUEENS,10,COLEMAN SQ,11414,7188485877,Chinese,3.95,11414,12137,16398,10618,11414,1338,1552,467
40373160,KORNER PIZZERIA,BROOKLYN,226,CHURCH AVENUE,11218,7188533755,Pizza/Italian,4.09,11218,23673,37032,33987,11218,3474,5685,1407
50002996,RAIN NIGHT CLUB,QUEENS,NULL,130TH STREET,11418,3472332908,American,4.29,11418,17264,21654,13487,11418,2492,4009,1072
41574435,PANDA KING HOUSE,QUEENS,7508,JAMAICA AVENUE,11421,7182962172,Chinese,3.05,11421,16132,23720,13306,11421,3250,5397,1288
41616526,MEERA DELI,QUEENS,1157,44 DRIVE,11101,7187847963,Delicatessen,3.04,11101,22868,32955,19403,11101,1606,2990,801
41443726,MCKENNA'S PUB,MANHATTAN,250,WEST   14 STREET,10011,2122552889,American,3.83,10011,17530,39714,18836,10011,2222,3395,598
50014653,Le Bernardin PrivÃƒÂ©/Wine Bar,MANHATTAN,151,W 51ST ST,10019,2125541129,French,3.74,10019,20865,40648,22968,10019,1559,2764,958
50001430,FOO-HING KITCHEN,BRONX,2895,SEDGWICK AVE,10468,7188846267,Chinese,2.08,10468,23925,60650,63980,10468,9883,19097,3515
50066138,Elite Pharmacy,QUEENS,10210,101ST AVE,11416,8775771447,American,2.62,11416,11935,16490,7636,11416,2965,4930,1193
40901214,CHILI'S GRILL & BAR,STATEN ISLAND,1497,RICHMOND AVENUE,10314,7186970883,American,3.88,10314,37873,34632,22102,10314,1246,4303,793
41238209,TOWER'S CAFE,MANHATTAN,506,LENOX AVENUE,10037,2129394521,American,2.84,10037,4832,12482,9756,10037,5457,13721,2227
41475502,GMC TEMAXCAL DELI & GROCERY,BROOKLYN,163,PARK AVENUE,11205,3477658065,Mexican,2.11,11205,15258,32764,17351,11205,6327,10484,2343
41586332,OLGA'S PIZZA,MANHATTAN,3409,BROADWAY,10031,2122347878,Pizza,3.76,10031,20135,65284,50735,10031,4215,10713,2310
40372466,MURALS ON 54/RANDOLPHS'S,MANHATTAN,65,WEST   54 STREET,10019,2122477000,American,4.27,10019,20865,40648,22968,10019,1559,2764,958
50015403,ICHIRO,MANHATTAN,1694,2ND AVE,10128,2123696300,Chinese/Japanese,2.52,10128,8773,26742,14110,10128,2851,4775,959
50014114,OLIVE GARDEN,BRONX,200,BAYCHESTER AVE,10475,7189311045,Italian,4.70,10475,6305,6264,4275,10475,2782,6763,1315
41477434,LITTLE CAESARS,BRONX,4,WEST MOUNT EDEN AVENUE,10452,3475909888,Pizza,2.28,10452,26197,57473,58064,10452,7822,17769,3388
50038175,LENZ'S,MANHATTAN,514,E 20TH ST,10009,2129792859,American,2.54,10009,12995,45250,21451,10009,5085,9939,2168
50001976,TROPICAL ISLE CARRIBEAN RESTAURANT,QUEENS,NULL,LIBERTY AVENUE,11419,7188484753,Caribbean,2.58,11419,21573,36338,17441,11419,4037,5467,1836
41563696,JUICES FOR LIFE,BRONX,1026,CASTLE HILL AVENUE,10472,3472819844,"Juice, Smoothies, Fruit Salads",1.99,10472,24873,47835,40599,10472,7420,17665,3758
40580969,CORAL DINER,MANHATTAN,3801,BROADWAY,10032,2129277545,American,3.75,10032,17255,59184,46031,10032,5161,9978,2241
50000941,GOLDEN KRUST,BRONX,3812,WHITE PLAINS RD,10467,7187981900,Caribbean,3.18,10467,34702,72819,75119,10467,9220,19121,4239
41684033,TROPICAL RESTAURANT # 3,QUEENS,6227,FRESH POND ROAD,11379,7188212600,Spanish,2.74,11379,14564,16665,13403,11379,1575,3079,776
41567088,GRAND SICHUAN,MANHATTAN,15,7 AVENUE SOUTH,10014,2126450222,Chinese,4.65,10014,12082,29918,14635,10014,5974,7420,1321
40369954,VOLARE RESTAURANT,MANHATTAN,147,WEST FOURTH STREET,10012,2127772849,Italian,1.99,10012,10105,29161,12322,10012,8117,15340,1736
41152996,LUIGIS GRILL PIZZA,MANHATTAN,936,8 AVENUE,10019,2122458432,Pizza/Italian,4.26,10019,20865,40648,22968,10019,1559,2764,958
40999268,HIBISCUS RESTAURANT,QUEENS,12418,101 AVENUE,11419,7188494225,Caribbean,4.06,11419,21573,36338,17441,11419,4037,5467,1836
41680691,M. WELLS DINETTE (MOMA PS1),QUEENS,4601,21 STREET,11101,6466451514,American,3.54,11101,22868,32955,19403,11101,1606,2990,801
50051186,LOVE GARDEN,BRONX,804,E 180TH ST,10460,7182200601,Chinese,4.19,10460,20480,39548,37339,10460,5710,12821,2482
41700209,LATITUDE BAR & GRILL,MANHATTAN,783,8 AVENUE,10036,2122453034,American,2.88,10036,18034,32494,18650,10036,3549,5802,1176
41634862,WORLD YACHT - ST. CHARLES,MANHATTAN,0,W 41ST ST,10019,2126308187,American,3.13,10019,20865,40648,22968,10019,1559,2764,958
50000782,SOLACE BAR & GRILL,MANHATTAN,3496,BROADWAY,10031,2129260166,Spanish,2.50,10031,20135,65284,50735,10031,4215,10713,2310
40990997,WENDY'S,MANHATTAN,335,5 AVENUE,10016,2128893899,Hamburgers,4.72,10016,17206,37805,17952,10016,1627,1927,380
50051001,J & D PIZZERIA & RESTAURANT,BROOKLYN,2530,PITKIN AVE,11208,3472679874,Pizza,4.26,11208,40052,57758,41857,11208,10608,16001,3706
41172924,FORT HAMILTON DINER,BROOKLYN,9502,FOURTH AVENUE,11209,7182385151,American,4.00,11209,26824,35797,34725,11209,2620,6098,1609
41638429,STARBUCKS,MANHATTAN,977,AVENUE OF THE AMERICAS,10018,2126952915,American,4.26,10018,9762,12889,7449,10018,3620,6643,772
50053408,MITZ (MELLOW YELLOW COFFEE & VIBES),MANHATTAN,1729,1ST AVE,10128,2127227220,Jewish/Kosher,2.52,10128,8773,26742,14110,10128,2851,4775,959
40401895,JOHNNY'S BAR,MANHATTAN,90,GREENWICH AVENUE,10011,2127415279,American,3.50,10011,17530,39714,18836,10011,2222,3395,598
41432865,SUSHI HANA,MANHATTAN,111,RIVINGTON STREET,10002,2123889688,Japanese,2.10,10002,17772,55098,23339,10002,5662,12238,2615
50010679,LUCKY FORTUNE,STATEN ISLAND,3945,AMBOY RD,10308,7189841120,Chinese,3.63,10308,12636,11344,8406,10308,1507,3544,1393
41183605,TROPICAL 128,MANHATTAN,128,ELIZABETH STREET,10013,2129258219,American,3.71,10013,13921,33916,11622,10013,1372,2870,417
41152996,LUIGIS GRILL PIZZA,MANHATTAN,936,8 AVENUE,10019,2122458432,Pizza/Italian,1.92,10019,20865,40648,22968,10019,1559,2764,958
41572565,LUKE'S LOBSTER,MANHATTAN,26,SOUTH WILLIAM STREET,10004,2127471700,Seafood,3.08,10004,3212,5162,2554,10004,524,1284,313
41390570,18 BAKERY,BROOKLYN,6820,18 AVENUE,11204,7182595399,Bakery,3.54,11204,23688,29703,29314,11204,2950,5173,1313
50004846,18 HIPOT,BROOKLYN,8204,18TH AVE,11214,9179334888,Chinese,3.31,11214,28725,34128,30921,11214,3696,6671,1724
41494286,BANH MI SAIGON BAKERY,MANHATTAN,198,GRAND STREET,10013,2129411541,Vietnamese/Cambodian/Malaysia,2.62,10013,13921,33916,11622,10013,1372,2870,417
50018060,THE MARKET,BROOKLYN,372,LAFAYETTE AVE,11238,3479873692,Asian,2.98,11238,21662,52907,35214,11238,3788,5580,1410
50039666,NEW SZECHUAN HOUSE,QUEENS,5008,SKILLMAN AVE,11377,7184466092,Chinese,4.65,11377,30074,37456,25814,11377,2962,4506,1293
41064863,MCDONALD'S,BRONX,599,EAST TREMONT AVENUE,10457,7187314755,Hamburgers,2.23,10457,24191,56192,55149,10457,6765,15495,3262
50049617,BAKERY MOCANA,MANHATTAN,1540,SAINT NICHOLAS AVE,10040,2127401190,Bakery,3.20,10040,12598,48305,43129,10040,3410,5884,1314
50004412,BONDURANTS,MANHATTAN,303,E 85TH ST,10028,2122491509,American,2.30,10028,7943,23724,12637,10028,2856,4407,627
41313420,DUNKIN' DONUTS,MANHATTAN,601,2 AVENUE,10016,2126833793,Donuts,3.49,10016,17206,37805,17952,10016,1627,1927,380
41618312,COUNTRY BOYZ JERK YARD RESTAURANT,BRONX,1182,EAST GUNHILL ROAD,10469,7182316560,Caribbean,4.80,10469,27210,32909,21532,10469,3667,8158,1873
50039880,CHOCOLATE WORKS,BROOKLYN,110,MONTAGUE ST,11201,7185646565,"Ice Cream, Gelato, Yogurt, Ices",2.12,11201,21622,39434,20108,11201,3064,6039,1652
41189470,CARRO CAFE,BROOKLYN,3472,FULTON STREET,11208,7183489406,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4.78,11208,40052,57758,41857,11208,10608,16001,3706
50002504,CASELLA BAGEL COFFEE SHOP,BROOKLYN,66,WILLOUGHBY ST,11201,7185225641,American,3.20,11201,21622,39434,20108,11201,3064,6039,1652
50015197,EAST SEAFOOD RESTAURANT,MANHATTAN,17,DIVISION ST,10002,2122261888,Chinese,3.37,10002,17772,55098,23339,10002,5662,12238,2615
50003504,ROTISSERIE GEORGETTE,MANHATTAN,14,E 60TH ST,10022,2123908060,American,4.70,10022,13763,22439,12814,10022,774,1109,200
41080675,KASIA'S RESTAURANT,BROOKLYN,146,BEDFORD AVENUE,11249,7183878780,Polish,2.98,11249,9288,21768,10478,11249,2494,3497,693
50056668,ACE OF HEARTS DINER,QUEENS,2724,21ST ST,11102,7186062951,American,3.86,11102,12665,18692,10696,11102,2175,3826,1120
40906355,DALLAS BBQ,MANHATTAN,261,8 AVENUE,10011,2124620001,Barbecue,2.80,10011,17530,39714,18836,10011,2222,3395,598
40931972,88 PALACE RESTAURANT,MANHATTAN,88,EAST BROADWAY,10002,2129418886,Chinese,4.77,10002,17772,55098,23339,10002,5662,12238,2615
41001763,ORIENTAL GARDEN RESTAURANT,MANHATTAN,14,ELIZABETH STREET,10013,2126190085,Chinese,3.72,10013,13921,33916,11622,10013,1372,2870,417
40759586,CAFE BUON GUSTO,MANHATTAN,236,EAST   77 STREET,10075,2125356884,Italian,4.35,10075,4506,11796,6440,NULL,NULL,NULL,NULL
50003743,BURKE & WILLS/MANHATTAN CRICKET CLUB,MANHATTAN,226,W 79TH ST,10024,6468239251,Australian,4.65,10024,12893,30900,18401,10024,3894,6985,1801
40927017,OTTO ENOTECA PIZZERIA,MANHATTAN,1,5 AVENUE,10003,2129959559,Pizza/Italian,3.90,10003,20414,48620,22048,10003,7802,14750,1804
41152741,BEACH CAFE,MANHATTAN,1326,2 AVENUE,10021,2129887299,American,2.49,10021,9525,19852,11749,10021,3191,3394,704
